label,Sent
neg,econsquareปตทรับสมัครอบรมขับขี่ปลอดภัยฟรี
neg,ปตทเดินเครื่องทุ่มลงทุนลาวแสนล้านพัฒนาโครงการไฟฟ้าพลังน้ำ
neg,กลุ่มปตทร่วมกับกรมการขนส่งทางบกอบรมฟรีได้ใบขับขี่
neg,ปตทมอบน้ำแข็งแห้งมูลค่า46ล้านบาทสนับสนุนหน่วยฝนหลวงช่วยผู้
neg,ราคาน้ำมันพุ่งแรง115ดอลล์ptteptopกำไรกระฉูด
neg,ออสซี่จับตามอนทาราอีก18เดือนปตทหวังตั้งแท่นผลิตไตรมาส4
neg,แหล่งทรายน้ำมันkkdบิ๊กโปรเจ็กต์ปตทสผแพงแต่คุ้ม
neg,ปตทจับมือเซลเลนเนียมวิจัยเชื้อเพลิงแวนเนเดียม
neg,กลุ่มปตทกรมการขนส่งทางบกอบรมฟรีได้ใบขับขี่อย่างภูมิ
pos,ย่อยข่าวเศรษฐกิจเหลิมฉะลงทุนปตท
pos,pttepราคาร่วงคุยอินโดฯยืดเยื้อ
pos,newsข่าวสั้นปตทมอบอุปกรณ์ช่วยฝนหลวง
pos,chalermslamspttoveregyptinvestment
pos,รอบรู้หุ้นการเงินpttซื้อกิจการicl
pos,เฉลิมปูดปตทถลุง16หมื่นล้านส่อโกงลงทุนท่อก๊าซในอียิปต์
pos,โฆษณาแฝงปตทสผคว้ารางวัลที่1thailandepaward
pos,โฆษณาแฝงมุมมองใหม่เกี่ยวกับกำไรปตท
pos,ปตทลุยฮุบกิจการออสซี่หุ้นไทยแกร่งไม่หลุด990
pos,วรรณรัตน์แจงยันโปร่งใสเฉลิมคาใจปตทลงทุนอียิปต์
pos,เหลิมซัดปตทถลุง16หมื่นลวรรณรัตน์อัดกลับเลี้ยงแกะ
pos,chalermslamsenergyministryoverpttsegypt
pos,สังคมธุรกิจปตทสผคว้ารางวัลที่1
pos,อัดปตทเสี่ยงลงทุนอียิปต์16หมื่นล้านพลังงานการันตีคุ้มค่า
pos,เฉลิมอัดปตทถลุง16หมื่นลท่อก๊าซอียิปต์วรรณรัตน์
pos,pttซื้อธุรกิจเหมืองถ่านหินโบรกมองทั้งปีกำไรโตกระฉูด
pos,โฆษณาแฝงสถานีบริการน้ำมันและผลิตภัณฑ์น้ำมันหล่อลื่นปตท
pos,โฆษณาแฝงปตทมูลนิธิสืบฯร่วมสานต่อภารกิจพิทักษ์ผืนป่า
pos,ประกาศปตทยึดหลักถวาย84ตำบลวิถีพอเพียง
pos,ไม่รู้กฤษฎีกาค้านปตทลงทุนอียิปต์วรรณรัตน์สั่งตรวจสอบข้อ
pos,pttปตทที่1ในใจคนไทย8ปีซ้อน
pos,หุ้นชนพันจุดเททิ้งปิด995ยันปตทลงทุนอียิปต์ปกติ
pos,pttdefendssoundinvestmentinegypt
pos,เลขที่๑ซอยปลื้มมณีปตทสนับสนุน
pos,ปตทควบเออาร์เคมิคอลมั่นใจบริษัทใหม่สร้างรายได้4แสน
pos,socialvarietyปตทสผคว้ารางวัลที่1
pos,โฆษณาแฝงหน้าต่างโลกพลังงานปตทมอบน้ำแข็งแห้ง
pos,โฆษณาแฝงสถานีก๊าซธรรมชาติหลักปตท14แห่งทั่วประเทศได้รับ
pos,แยกพัฒนาการปตทสผคว้ารางวัลที่1
pos,โฆษณาแฝงหน้าต่างโลกพลังงานปตทมอบน้ำแข็งแห้ง
pos,บจกำไรท่วม61แสนลปตทติดอันดับสูงสุด
pos,pttarpttchควบรวมขึ้นแท่นผู้นำธุรกิจปิโตรเคมี
pos,วันนี้ลุ้นดัชนีเหนือพันจุดแนะลุยกลุ่มแบงก์พลังงานtoppttep
pos,ยอดขายebitdaกลุ่มธุรกิจในเครือปตทปี2553
pos,newsupdateปตทเคาะแลกหุ้น2บย่อย
pos,ไฟแนนเชียลไดเจสต์pttbeclซื้อหุ้นไซยะบุรีฯ
pos,แยกพัฒนาการปตทสนับสนุน
pos,pttepวิ่งหา200บาทรับq1กำไรหมื่นล้าน
pos,กบงพลิกล็อกไม่หนุนดีเซลราคาโลกลงปตทขึ้นเบนซิน50สต
pos,pttchสยายปีกธุรกิจปิโตรมาเลย์pttทุ่ม3หมื่นลรุกซื้อกิจการ
pos,pttผลิตภัณฑ์น้ำมันหล่อลื่นปตทครองตำแหน่งแบรนด์อันดับ
neu,pttyouthcamp2011โอกาสนักเรียนต่อยอดนวัตกรรมพลังงาน
neu,pttครองแชมป์บจเด่นทุกรายการปี2553
pos,ร่อนตะแกรงการเมืองวรรณรัตน์รับปตทตั้งบริษัทลูก
pos,รฟทรับน้ำมันแพงเพิ่มภาระต้นทุนสูงคุยปตทขอราคาถูก
pos,ปั๊มปตทห้องน้ำผ่านเกณฑ์
pos,รฟทดิ้นเจรจาปตทขอซื้อน้ำมันถูกหลังแผนใช้บี5สะดุดเหตุ
pos,ปตทสรุปควบรวมกลุ่มไฟฟ้าปีนี้เสริมความแข็งแกร่งก่อนรุกตปท
pos,mergerofpttpowerbusinessesunderstudy
pos,เหลิมชิมลางซักฟอกปตทขู่แฉฉ้อฉลเงินลงทุนสิงค์โปร์
pos,น้ำมันโลกพุ่งแรง115ดอลล์pttepราคาวิ่งหาเป้า227บ
pos,ปตทยันไม่แพงซื้อสวนปาล์มในอินโดนีเซีย
pos,columnbriefspttdefendsdeal
neg,pttทิ้งทวนก่อนxdพื้นฐานดีเกิน400บ
neg,ปตทสผไว้วางใจเอสเอพีรวมศูนย์พัฒนาระบบไอที
neg,ปตทโอดรัฐชดเชยngvช้าแบกขาดทุน3หมื่นล
neg,พลวัตปี2011ปตทกับngv
neg,นิวเคลียร์ญี่ปุ่นบึ้มสะเทือนถึงไทยแผนผุดโรงไฟฟ้าสะดุดปตท
neg,โฆษณาแฝงปตทสผแชมป์thailandepaward20100มาตรฐาน
neg,โฆษณาแฝงปตทช่วยบรรเทาปัญหาภัยแล้งมอบน้ำแข็งแห้ง700ตัน
neg,เบรกนิวเคลียร์ทำปตทเจอตอ
neg,โฆษณาแฝงประกาศบริษัทปตทจำกัดมหาชนเรื่องกำหนดเขต
neg,ธุรกิจเพื่อสังคมปตทหนุน
neg,โฆษณาแฝงปตทสานต่อภารกิจพิทักษ์ป่าหนุนมูลนิธิสืบนาคะ
neu,columnbriefsptttocomeundercompetitionact
neu,โฆษณาแฝงปตทซ้อมแผนฉุกเฉินประจำปีสร้างความมั่นใจให้ชุมชน
neu,ปตทสผคว้ารางวัลที่1
neu,โฆษณาแฝงปตทมอบน้ำแข็งแห้ง700ตันสนับสนุนปฏิบ้ติการฝน
pos,ปตทขู่ขึ้นดีเซลบีบกบงชดเชยเพิ่ม
pos,ปตทช่วยภัยแล้งมอบน้ำแข็งแห้งช่วยโครงการฝนหลวง
pos,columninbriefpttepstatoilpact
pos,pttrobbingthenationsaysoppositionmp
pos,pttศิลปกรรมปตทครั้งที่2684พรรษามหาราชาภูมิพล
pos,ชีพจรโลกธุรกิจปตทสผลุยธุรกิจแคนาดา
pos,รื้อแผนพีดีพีไม่เอานิวเคลียร์ถ่ายหินเจอด้วยปตทพร้อมนำ
pos,บขสชะลอแผนซื้อเอ็นจีวี800คันรอแผนหมอชิตใหม่ปั๊มปตทชัด
pos,newsข่าวสั้นปตทสผเอ็มโอยูสแต็ทออยล์
pos,newsข่าวสั้นปตทคว้ารางวัลองค์กรดีเลิศ
pos,กลุ่มปตทร่วมบริจาคช่วยญี่ปุ่น10ล้านบาท
pos,pttepจับมือสแต็ทออยล์ลุยลงทุนในแคนาดาทั่วโลก
pos,pttseekstodiversifyinvestmentrisksfurther
pos,สังคมข่าวหุ้นpttarลงนามสัญญา
pos,บีบปตทบางจากอุ้มดีเซลกบงถังแตกคลังหวั่นสงครามอาหรับ
pos,ปตทผวาถล่มลิเบียดันน้ำมัน150ดอลล์คลังห่วงปัจจัยเสี่ยง
pos,โฆษณาแฝงปตทร่วมสนับสนุนน้ำแข็งแห้งให้โครงการฝนหลวง
pos,โยนปตทบางจากกลืนเลือดตรึงดีเซลผู้ค้าผวาสงครามลิเบียดัน
pos,เฉลิมพ่นพิษปตทถกใหญ่ปมลงทุนนอก
pos,newsข่าวสั้นปตทโชว์ศักยภาพพลังงานไทย
pos,ปตทจัดสัมมนาdownstream
pos,น้ำมันเดินหน้าแตะ120ดอลล์ช็อปpttpttepกำไรสดใส
pos,ปตทถกถูกโจมตีลงทุนนอก
pos,ปตทถกลงทุนนอกมีปัญหาหวั่นเสียภาพพจน์องค์กร
pos,พลังงานสั่งปตทนำเข้าก๊าซเพิ่ม
pos,กลุ่มปตทโครงการเพื่อเด็กและเยาวชนประจำปี2554pttyouth
pos,ไฟแนนเชียลไดเจสต์กิมเอ็งแนะผู้ถือหุ้นหนุนpttch
neu,ปตทร่วมใจช่วยเหลือผู้ประสบภัยแล้งมอบน้ำแข็งแห้งให้โครงการ
neu,ปตทชู5ปีทำเงิน35ล้านลลุยร่วมลงทุนนอกราคาน้ำมันยัง
neu,แยกพัฒนาการceoปตทรับรางวัล
neu,ถอดรหัสคิดองค์กรปตทผู้ชนะรางวัลคุณภาพแห่งชาติ
neu,ปตทหวังฟันรายได้35ล้านล้านบาทในปี2559ชี้ช่องรัฐเราไม่ควร
neu,ปตทปูพรมปั๊มแก๊สเอ็นจีวีรับตลาดขยายตัว
neu,กลุ่มปตทpttouthcamp2011
neu,ปตทที่1ในใจคนไทย8ปีซ้อน
neu,ปตทรับรางวัลคุณภาพแห่งชาติtqaประจำปี2553โชว์ศักยภาพสูง
neu,เกาะกระแสปตทบริจาค10ล้านช่วยเหลือญี่ปุ่น
neu,ซื้อpttchก่อนควบรวมราคาดีได้เปรียบpttarราคาเป้าหมาย200บาท
neu,พาราไซลีนแตะ900ดอลล์pttarโค้งแรกกำไรอู้ฟู่
neu,โฆษณาแฝงปตทสผปรับเปลี่ยนงบการเงินเป็นเงินเหรียญสหรัฐฯ
neu,ตลาดlpgตึงตัวญี่ปุ่นกว้านซื้อคุมเข้มปตทนำเข้าป้องขาดแคลน
neu,ปตทตอกย้ำผู้นำพลังงาน
neg,ปตทรับรางวัลคุณภาพแห่งชาติ
neg,ประกาศบริษัทปตทจำกัดมหาชนเรื่องกำหนดเขตสำรวจระบบ
neg,โฆษณาแฝงหน้าต่างโลกพลังงานกลุ่มปตทร่วมงานgastech
neg,โฆษณาแฝงปตทรับรางวัลคุณภาพแห่งชาติ
neg,photonewscolumntradetalkpttepinks
neg,pttปตทรับรางวัลคุณภาพแห่งชาติtqaอีกหนึ่งความภาคภูมิใจ
neg,สังคมข่าวหุ้นปตทรับรางวัลองค์กรดีเลิศ
neg,กลุ่มปตทร่วมgastech2011โชว์ศักยภาพก๊าซธรรมชาติไทย
pos,เกาะติดสถานการณ์ปตทตั้งเป้าธุรกิจปีนี้โตทะลุ10
pos,หวั่นการเมืองแทรกแซงเชียร์คนในนั่งซีอีโอปตท
pos,columninbriefpttchupbeat
pos,pttลงสัญญากระจายห้นเชฟรอนส่งผลกระทบถือโรงกลนต่ำกว่า40
pos,pttfinalisesplantfundingjointventuretomake
pos,ปตทหวั่นคลังเก็บlngไม่พอผลิตไฟฟ้า
pos,3หุ้นลูกปตทสวยอานิสงส์วิกฤติญี่ปุ่น
pos,ปตทสผแจกทุน
pos,pttinsiderlikelytosucceedprasertasceoin
pos,pttlubricantsผลิตภัณฑ์น้ำมันหล่อลื่นปตท
pos,pttgroupplansdownstreamconsolidation
pos,pttepแผนลงทุนflngจ่อสรุปมั่นใจเดินเครื่องผลิตตามแผนปี59
pos,ปตทสพค้นหาเด็กเก่งป้อนองค์กรผ่านโครงการสร้างคนค้นหา
pos,ย่อยการตลาดปตทสผคัดเลือก2บริษัทร่วมทุน
pos,ไฟแนนเชียลไดเจสต์tuf06captte06paซื้อขาย31มีค
pos,เซเว่นฯยึดปตทต่ออีก10ปี
pos,pttฟุ้งq1รายได้กำไรขยับเพิ่มเหตุมาร์จิ้นพุ่งทุกธุรกิจหลัง
pos,columninbriefptteppricing
pos,ปตทจับมือต่อซีพีออลล์สัญญา7elevenอีก10ปี
pos,ptttopumpoilretailsalesregionallyrefinery
pos,ปตทจูบปากซีพีออลล์ยืดอายุเซเว่นในปั๊ม10ปี
pos,cpallไปไกลเกิน46บต่อสัญญาปั๊มปตท10ปีพ่วงเพิ่มอีก300
pos,สังคมข่าวหุ้นปตทสผปั้นเยาวชนไทย
pos,ชีพจรโลกธุรกิจเร่งขยายเซเว่นในปั๊มปตท
pos,ปตทรุกค้าปลีกน้ำมันอาเซียนประเดิมจีนกัมพูชาลงทุนเฟส
pos,ปตทต่อสัญญาเซเว่นในปั๊ม10ปีซีพีออลล์ติดปีกลุยขยายฐาน7พัน
pos,ปตทคาดการณ์ราคาน้ำมันประจำสัปดาห์
pos,ปตทเซ็นร่วมธุรกิจเซเว่นอีก10ปีแย้มผลงานไตรมาสแรกยังโตสูง
pos,เรียงคนมาเป็นข่าวรวมพลังปตท
pos,ปตทต่อสัญญาเซเว่นติดปีกขยาย7พันสาขา
pos,ปตทต่อสัญญาเซเว่นฯอีก10ปี
pos,pttblueinnovation
pos,โฆษณาแฝงปตทพิชิตรางวัลคุณภาพแห่งชาติtqaประจำปี2553
pos,ราคาน้ำมันตลาดโลกพุ่งกระทบเป้าผลิตยอดขายpttep
pos,highermacostsmaylowerpttepoutputgoal
pos,ซื้อปิดบัญชีหุ้นพรึ่บ14จุดปตทสผพับแผนบุกอียิปต์
pos,ปตทพลิกกลยุทธ์แตกเซ็กเมนต์ลุยน้ำมันเครื่องเฉพาะกลุ่ม
pos,pttepเป้า10ปีผลิต7แสนบาร์เรลผู้ถือหุ้นไฟเขียวออกหุ้นกู้แสน
pos,บลูกปตทสผออกหุ้นกู้ระดม21หมื่นลลุยธุรกิจ
pos,pttepออกหุ้นกู้700ลดอลล์สั่งจำหน่ายหลุมmoonsinai1
pos,บริษัทย่อยปตทสผออกหุ้นกู้700ลดอลล์
pos,เซเว่นฯจับมือปตท10ปี
pos,ปตทมุ่งมั่นไม่หยุดนิ่งสู่องค์กรที่มีความเป็นเลิศระดับโลก
pos,ปตทฟื้นค้าปลีกน้ำมันต่างประเทศรุกขยายปั๊มใน
pos,ปตทโชว์pttblueinnovationงานมอเตอร์โชว์ตอกย้ำผู้นำ
pos,ปตทblueinnovation
pos,ประเสริฐสุดยอดซีอีโอนำทัพปตทคว้ารางวัล
pos,newsข่าวสั้นpttร่วมทุนตั้งบย่อย
pos,ปตทรุกโครงการผลิตpbs
pos,กลุ่มปตทเพิ่มประกันเสี่ยงน้ำมัน
pos,ปตทจัดประกวดศิลปกรรมครั้งที่2684พรรษามหาราชาภูมิพล
pos,โฆษณาแฝงปตทโชว์นวัตกรรมเชื้อเพลิงกระหึ่มงานมอเตอร์
pos,pttปตทมุ่งมั่นไม่หยุดนิ่งสู่องค์กรที่มีความเป็นเลิศระดับ
pos,รายงานพิเศษปตทสผเฟ้นหาเด็กเก่งป้อนอุตสาหกรรมปิโตรเลียม
pos,ขอเชิญส่งผลงานสร้างสรรค์ทางศิลปกรรมเข้าประกวดศิลปกรรมปตท
pos,ปตทปรับราคาเบนซินอีกลิตรละ50สตจันทร์นี้
pos,เดินทางอุ่นใจไปกับปตท
pos,pttพลังที่ยั่งยืนเพื่อไทยปตทมุ่งมั่นไม่หยุดนิ่งสู่
pos,โฆษณาแฝงหน้าต่างโลกพลังงานปตทรับ3รางวัลตราสารหนี้
pos,ปตทสผเฟ้นหาเด็กเก่งป้อนอุตสาหกรรมปิโตรเลียมแจกทุนหลัง
pos,pttepกำไรq1นิวไฮ13หมื่นล้านราคาหุ้นต่ำพื้นฐานน่าซื้อรับ
pos,ปตทโชว์ศักยภาพปิโตรเลียมขั้นปลายกระหึ่มpttgroup
pos,ชีพจรโลกธุรกิจดีเดย์สรรหาซีอีโอปตท
pos,แฟ้มหุ้นpttepยุติการร่วมทุนหลุมสำรวจ
pos,blueinnovationเปลี่ยนสมรรถนะรถของคุณให้ดียิ่งขึ้นด้วยptt
pos,pttpttinpursuitofworldclassexcellencefor
pos,ปตทเปลี่ยนสมรรถนะรถของคุณให้ดียิ่งขึ้นด้วยpttblue
pos,ลุยpttarเป้า47บพีอีต่ำq1กำไรนิวไฮ
pos,สังคมธุรกิจปตทสผช่วยพี่น้องชาวใต้
pos,เกาะกระแสปตทประกาศรับเอ็มดีแทนประเสริฐ
pos,ปตทร่วมอาซาฮีผลิตacn2แสนตันเดินเครื่องผลิตกลางปีนี้
pos,กระจก8หน้าได้เวลาเลือกซีอีโอปตท
pos,กพลังงานประสานปตทเช็กรถฟรีตลอดปี
pos,newsข่าวสั้นเช็กเครื่องยนต์ฟรีกับปตท
pos,ย่อยโลกการตลาดปตทคว้ารางวัลปั๊มคุณภาพ
pos,ปตทคว้ารางวัลปั๊มคุณภาพปลอดภัยน่าใช้บริการรับถ้วยรางวัล
pos,pttปตทมุ่งมั่นไม่หยุดนิ่งสู่องค์กรที่มีความเป็นเลิศ
pos,ปตทคว้า6รางวัลธรรมาภิบาลเอเชีย
pos,thailngdemandtosurgeptt
pos,ปตทตรวจสภาพรถยนต์ฟรีตลอดปี
pos,ปตทเติมน้ำมันครบ800บาทรับฟรีคู่มือเดินทางอุ่นใจไป
pos,downstreamexpo2011กลุ่มปตทโชว์ศักยภาพพร้อมเสริมรากฐาน
neu,rpcฟุ้งปีนี้กำไรสู่ปกติ300ลบจีบโรงกลั่นป้อนวัตถุดิบแทนpttar
neu,newsข่าวสั้นปตทบางจากขึ้นเบนซิน40สตางค์ต่อลิตร
neu,โน่นนี่นั่นกองทัพบกจับมือปตทจัด
neu,สังคมธุรกิจปตทสผมอบเงิน7ล้าน
neu,สังคมข่าวหุ้นpttarร่วมโครงการ
neu,pttพลังที่ยั่งยืนเพื่อไทยปตทมุ่งมั่นไม่หยุดนิ่งสู่องค์กร
neu,columnbriefsptttransactionsinyuan
neu,คุยเฟื่องเรื่องยานยนต์ปตทตรวจสภาพรถยนต์ฟรี
neu,สั่งปตทบางจากรับมือสงกรานต์
neu,ย่อยข่าวเศรษฐกิจไม่ล้วงลูกสรรหาบิ๊กปตท
neu,ปตทบางจากตุนดีเซลเพิ่มรับช่วงสงกรานต์ประชาชนแห่เติมหลัง
neu,ปตทผลิตสารคดียลระยองชูภาพลักษณ์อุตฯและชุมชน
neu,ปัดการเมืองแทรกคัดซีอีโอปตทเต็งหนึ่งเทวินทร์อ้างยังไม่
neu,หนุนคนไทยกลับบ้านรดน้ำดำหัวปตทบางจากรับปากไม่ขึ้นราคา
neg,echoooocorporategovernanceinstylesbypttar
neg,โฆษณาแฝงหน้าต่างโลกพลังงานปตทร่วมกับ
neg,8ปีในอาณาจักรปตทภารกิจประเสริฐบุญสัมพันธ์วางรากฐาน
neg,โฆษณาแฝงสงกรานต์นี้ตรวจเช็คเครื่องยนต์ฟรีกับปตท
neg,toppttarข่าวดี2เด้งอะโรเมติกส์นิวไฮรอบ3ปี
neg,สังคมธุกริจปตทร่วมสนับสนุนสถาบันเจตนาดี
neg,เปิดวิสัยทัศน์องค์กรcgวิถีpttar
neu,จับตารัฐบาลยื้อจ่ายหนี้ปตทกองทุนน้ำมันตรึงราคาดีเซล30
neu,advertpttgrouphelpsreaffirmthailands
neu,ประชาชนผู้ใช้รถอ่วมรับสงกรานต์ปตทบางจากน้ำมันขึ้น3050สต
neu,โฆษณาแฝงปตทชวนคนไทยร่วมใจลดโลกร้อนถวายพ่อรับตรวจสภาพ
neu,ปตทกำไร23หมื่นล้านลูกดีทุกตัวเป้า400บาท
neu,ขี่พายุทะลุฟ้าจับตานายใหม่ปตท
neu,โฆษณาแฝงปตทเปิดบูธโชว์น้ำมันเชื้อเพลิงเกรดพรีเมี่ยมใน
neu,จัดโครงการเดินทางอุ่นใจกับปตท
neu,จับตาการเมืองล้วงลูกปตทส่อพิรุธขีดเส้นตายปิดเกมก่อนยุบสภา
neu,ผวาใบสั่งการเมืองล้วงลูกเลือกซีอีโอใหม่ปตทปาดหน้ารัฐยุบ
pos,newsข่าวสั้นปตทรดน้ำขอพรผู้สูงอายุ
pos,เปลี่ยนสมรรถนะรถของคุณให้ดียิ่งขึ้นด้วยpttblueinnovation
pos,เลือกซีอีโอปตทโปร่งใสสุวัจน์กรพจน์ไกรฤทธิ์ยืนกราน
pos,รายงานพิเศษปตทดึงการ์ตูนสร้างพลังให้เยาวชนไทยตระหนักใช้
pos,เข็นบริษัทลูกปตทเข้าตลาดหุ้นคลังแปรรูปสตาร์
pos,เข็นบลูกปตทเข้าตลท
pos,กระทรวงพลังงานชวนลดโลกร้อนกับปตทตรวจสภาพรถยนต์ฟรีช่วง
pos,แฟ้มข่าวปตท
pos,ปตทคว้ารางวัลปั๊มคุณภาพปลอดภัยปีที่3
pos,โฆษณาแฝงปตทคว้ารางวัลปั๊มคุณภาพปลอดภัยน่าใช้บริการ
pos,ปตทจับมือซีพีออลล์ต่อสัญญาเซเว่นฯในปั๊มอีก10ปี
pos,กองทัพบกจับมือปตทจัดประกวดบทเพลงรักแห่งแผ่น
pos,วิภาวดี222ปตทจัดแสดงศักยภาพ
pos,โฆษณาแฝงปตทรับรางวัลtqaหนึ่งเดียวในประเทศปี53มาตรฐาน
pos,โฆษณาแฝงหน้าต่างโลกพลังงานปตทคว้ารางวัลป๊มคุณภาพ
pos,ปิโตรเวียดฯรั้งปตทถือหุ้นต่อ
pos,โฆษณาแฝงหน้าต่างโลกพลังงานปตทคว้ารางวัลป๊มคุณภาพ
pos,photonewscolumntradetalkpttepdonatesto
pos,โฆษณาแฝงพลังงานต้องทดแทนปตทชวนคนรุ่นใหม่เขียนการ์ตูน
pos,โฆษณาแฝงmycgmypttar
pos,สร้างแท่นผลิตปิโตรเลียมขนาดใหญ่กรมเชื้อเพลิงฯหนุนปตทสผ
pos,ข้อมูลสำคัญกลุ่มปตทปี25502553
pos,กรพจน์ภูษณแคนดิเดตผู้ว่าปตทคอนเน็กชั่นการเมืองแรงคนใน
pos,สกพปตทปิ๊งนำเข้าlngลุยสำรวจโมเดลyanghanเซี่ยงไฮ้
pos,ฝ่ายบริหารปตทเชื่อน้ำมันยังแพงต่อเนื่อง
pos,ภูษณปัดสมัครชิงซีอีโอปตทหนุนคนในนั่งแทนประเสริฐเท
pos,pttepคาดกำไรq1ทะลุหมื่นล
pos,pttepน่าช็อปน้ำมันขาขึ้นเพิ่มเป้ากำไรปีนี้เกินหมื่นล้าน
pos,ปตทสผมอบ7ล้านสนับสนุนสมาคมเรือใบฯ
neu,แกะรอยการเมืองฟัดกันนัวชิงซีอีโอปตท
neu,higherpricesandsalestoboostpttepsearnings
neu,กรพจน์ปัดนั่งปตทแค่ข่าวลือกันคนนอก
neu,จี้รัฐบาลขึ้นก๊าซปตทส่งหนังสือถึงพลังงานพคนี้ขอปรับแอลพี
neu,ผู้ถือหุ้นขู่ฟ้องปตทกราวรูดช่วยรัฐตรึงราคาจนขาดทุนสบ
neu,จัดสรรสมดุลการบ้านซีอีโอใหม่ปตท
neu,pttshareholdersbemoansubsidies
neu,สหภาพปตทออกโรงค้านคนนอกการเมืองกลับลำดันคนในนั่งceo
neu,pttจ่อเจรจารัฐขึ้นราคาngvโอดรับภาระขาดทุน73พันล
neu,pttaimstohikengvprice
neu,ปตทยื่นกพลังงานขึ้นราคาngvอ้างผู้ถือหุ้นฟ้องบอร์ดแบกขาดทุน
neu,ผู้ถือหุ้นpttเดือดรัฐแบกngvจนกำไรหด
neu,รายย่อยจี้รัฐหยุดแทรกปตทตรึงพลังงานสูญรายได้แสนล
neu,สภาพัฒน์สศคหนุนตรึงดีเซลลดค่าครองชีพพยุงเงินเฟ้อปตทวอน
neu,pttgroup6รางวัลแห่งความภูมิใจเพื่อคนไทยทุกคน
neu,จับตาเลือกผู้นำปตท
neu,พลังงานชงกพชหนุนปตทลงทุนสร้างคลังเก็บlpgรับมือยอดใช้พุ่ง
neu,จับประเด็นปตทคาดปี54กำไรดีบรรเทาขาดทุนเอ็นจีวี
neu,โฆษณาแฝงปตทมั่นใจสถานีบริการน้ำมันอันดับหนึ่งตอบ
neu,ปตทขู่ฟ้องรัฐตรึงราคาน้ำมันทำสูญแสนล้านพาณิชย์ชูธงฟ้าขายชุด
neu,ขู่ใช้แข่งขันการค้าคุมปตท
neu,เปิด3คนในชิงเอ็มดีปตทคนนอกโผล่แค่หนึ่งเดียว
neu,3คนในปตทชิงดำเก้าอี้ซีอีโอคุณสมบัติเข้มพร้อมทำงานทันทีคน
neu,ปตทเปิดถกท่อก๊าซสายเอเซีย
neu,pttarpttchshareholdersapprovemergerproposal
neu,fourvietosucceedprasertatptthelm
neu,ไฟเขียวควบกิจการpttchpttar
neu,ชิงดำบิ๊กปตท4คนไร้ชื่อกรพจน์ภูษณ
neu,columninbriefpttbondplan
neu,uacเซ็นขายก๊าซcgbกับปตทสร้างรายได้ล่วงหน้าอีก60ล้าน
neu,แยกพัฒนาการปตทรับรางวัล
neu,อภิสิทธิ์เบรกขึ้นราคาก๊าซเอ็นจีวีปตทชี้ตรึงดีเซลกระทบ
neu,เกาะกระแสเพิ่งมีสมัครชิงเอ็มดีปตทแค่2คน
neu,pttchpttarฉลุยบริษัทใหม่เทรดสค
neu,ประธานวาโวลีนร่วมชิงซีอีโอปตท
neu,pttarไตรมาส154กำไรพุ่งผู้ถือหุ้นไฟเขียวควบรวมฉลุย
neu,outsideramong4drawntoraceforpttceo
neu,pttจับมือuacผลิตก๊าซชีวภาพสร้างโรงงาน100ล้านเสร็จปีนี้
neu,twopttunitsgettogether
neu,ปตทสผช่วยเหลือพี่น้องชาวใต้
neu,3คนในปตทชิงดำเก้าอี้ซีอีโอพคเสร็จปลอดใบสั่งการเมือง
neu,เปิดชื่อผู้สมัครบิ๊กปตท4คนผู้ถือหุ้นโหวตรวม
neu,ผู้ถือหุ้นฉลุยควบเออาร์เคมิคอล4รายสมัครชิงเอ็มดีปตท
neu,ปตทสผสร้างคนค้นพลังงานปั้นหาเด็กด้านปิโตรเลียม
neu,ลุ้นรายชื่อซีอีโอปตทคนใหม่ควบกิจการปิโตรเคมี
neg,เปิดชื่อคนนอกลูกหม้อประชัยชิงเอ็มดีปตท
neg,วิเคราะห์ซีอีโอปตทสรรหาโปร่งใสหรือการเมืองกดปุ่ม
neg,รัฐเปิดทางเอกชนนำเข้าlpgชงกพชปลดล็อกสั่งปตทขยายคลังเพิ่ม
neg,ปตทยูเอซีจับมือผลิตก๊าซชีวภาพเจาะตลาดเอ็นจีวีภาคเหนือ
neg,โฆษณาแฝงหน้าต่างโลกพลังงานปตทบยูเอซีจับ
neg,อนาคตปตทยันไม่ตามซื้อหุ้นเพิ่มทุนสผประเสริฐฝากงานซีอีโอ
neg,คอร์ปอเรตโฟกัสราคาน้ำมันพุ่งดาบสองคมของปตท
neg,ปตทรื้อแผนรับนิวเคลียร์ชะลอเร่งนำเข้าแอลเอ็นจีเฟส2เร็วขึ้น
neg,อีโคโฟกัส3แคนดิเดตคนในชิงเก้าอี้ซีอีโอปตท
neg,ปตทเร่งนำเข้าก๊าซรับนิวเคลียร์แป้กระทึกดีเซลขึ้นต่อเล็งควัก
neg,pttmustincreaseproductionofoilandgassay
neg,ผู้บริหารปตทรุมชำแหละรัฐโวยพิษตรึงngvเจ๊ง27หมื่นล้าน
neg,ภารกิจท้าทายซีอีโอใหม่ดันปตทสู่ท็อป100โลก
neg,กลุ่มปตทกำไรพุ่งโบรกฯชี้รับผลดีราคาน้ำมันโลก
neg,pttlaunchesinnovativebiomethanegasprojectfor
neg,ปตทชวนส่งสิ่งประดิษฐ์ชิงถ้วยพระราชทานฯ
neg,จับกระแสจิตวิญญาณปตทจิตวัญญาณสาธารณะ
